codigo,grupo,nombre,energykcal,energykj,water,prot,fat,chocdf,choavl,fib,fibtg,ash,ca,p,zn,fe,beta,retinol,vita,thia,ribf,nia,vitc,asct
E29,Pescados y mariscos,"Pescado bonito, músculo claro",113,474,73.4,23.8,1.3,,,,,1.4,24.1,,,0.51,0,,,,,,,
E30,Pescados y mariscos,"Pescado bonito, músculo oscuro",140,585,68.9,21.1,5.5,,,,,1.1,38.8,,,8.66,0,,,,,,,
E31,Pescados y mariscos,"Pescado bonito, pulpa asada",136,569,69.9,24,3.7,3.4,3.4,,,1.7,15,206,,1,0,,,0.01,0.04,,,
E32,Pescados y mariscos,"Pescado bonito, seco salado P.C.",184,770,44,32.3,5.1,,,,,16.2,112,164,,6.1,0,,,0.07,0.13,6.25,0,
E33,Pescados y mariscos,"Pescado boquichico, salado deshidratado P.C.",273,1142,24.3,47.9,9.1,,,,,16.5,458,477,,4.8,0,,,0.32,0.17,,1,
E34,Pescados y mariscos,"Pescado caballa, en conserva",224,937,62.1,24.8,14,,,,,1.2,,,,,0,,,,,,,
E35,Pescados y mariscos,"Pescado caballa, fresco crudo",130,543,73.8,19.5,4.9,,,,,1.2,,,,,0,,,,,,,
E36,Pescados y mariscos,"Pescado caballa, salado",152,635,65.2,25.2,4.9,,,,,4.7,,,,,0,,,,,,,
E37,Pescados y mariscos,Pescado cabinza,97,405,77.8,19.1,1.6,,,,,1.3,60,239,,2.34,0,,,0.01,0.3,3.9,2.5,
E38,Pescados y mariscos,Pescado cabrilla,98,408,77.9,18.6,1.8,,,,,1.2,15.6,,,0.74,0,,,,,,,
E39,Pescados y mariscos,Pescado carachama P.C.,64,268,82.8,14.2,0.4,,,,,1,140,151,,1.2,0,,,0.02,0.07,2.12,4.8,
E40,Pescados y mariscos,Pescado cazón P.C.,98,410,75,21.8,0.5,,,,,1.4,108,206,0.5,2.6,0,,,0.02,0.08,3.4,3.4,
E41,Pescados y mariscos,Pescado chita P.C.,88,368,78,19.8,0.4,,,,,1.5,22,209,,1.3,0,,,0.09,0.04,5.3,1.8,
E42,Pescados y mariscos,"Pescado chita, huevera de",62,259,83.8,12.3,1,,,,,2.4,28,390,1,1.8,0,,90,0.09,0.12,1.43,9.8,
E43,Pescados y mariscos,"Pescado chita, pulpa asada",99,414,75.1,21,1,,,,,1.7,22,170,,1,0,,,0.09,0.09,,1.6,
E44,Pescados y mariscos,Pescado coco,99,414,78.7,17.4,2.7,,,,,1.1,93.2,,,0.31,0,,,,,,,
E45,Pescados y mariscos,Pescado cojinova,106,442,75.6,20.7,1.6,,,,,1.4,16.4,247,,1.11,0,,,0.09,0.06,0.1,4.9,
E46,Pescados y mariscos,Pescado congrio,75,313,82.1,15.7,0.7,,,,,1.1,8.1,,,0,0,,,,,,,
E47,Pescados y mariscos,Pescado corvina P.C.,124,519,72.6,19.5,4.5,0,0,,0,1.4,57,182,0.42,1.1,0,47,18,0.08,0.11,2.9,1.5,
E48,Pescados y mariscos,"Pescado fuasaco, con espinas",72,301,79.5,16.3,0.3,,,,,1.3,645,225,,1.3,0,,,0.01,0.03,1.2,2.2,
E49,Pescados y mariscos,"Pescado jurel, en conserva",143,598,67,23.2,3.8,,,,,3.5,,,,,0,,,,,,,
E50,Pescados y mariscos,"Pescado jurel, fresco crudo",121,505,75,19.7,4,0.1,0.1,,,1.2,30,325,,1.8,0,,,,,,,
E51,Pescados y mariscos,Pescado lenguado,91,381,79.1,18.8,1.2,0,0,0,0,1.2,18,184,0.45,0.7,0,14,10,0.09,0.08,2.9,2,
E52,Pescados y mariscos,Pescado lisa,119,498,74.6,20.8,3.3,0,0,,,1.2,19,193,0.52,1,0,,37,0.01,0.1,3.6,4.9,
E53,Pescados y mariscos,"Pescado lorna, fresco crudo",104,436,76.3,18.5,1.9,,,,,1.2,3.7,178,,1.59,0,,,0.06,0.12,3.7,0,
E54,Pescados y mariscos,"Pescado lorna, pulpa seca salada P.C.",150,628,44.8,30.9,2,3.6,3.6,,,18.7,260,172,,5.7,0,,,0.07,0.13,2.75,3.9,
E55,Pescados y mariscos,"Pescado lorna, salado",190,793,44.8,32.9,3.6,,,,,14.4,,,,,0,,,,,,,
E56,Pescados y mariscos,Pescado machete,138,577,72.5,20.5,5.4,,,,,1.2,49,217,,1.9,0,,,0.01,0.08,4.7,5.9,
E57,Pescados y mariscos,"Pescado maparate, con espinas",78,326,79.1,15.1,0.9,,,,,1.2,455,186,,1.1,0,,,0.01,0.05,1.2,9.8,
E58,Pescados y mariscos,"Pescado merluza, fresco crudo",72,303,82.4,15.8,0.5,0,0,,,1.2,14.7,185,0.4,0.2,0,,17,0.06,0.1,3.8,1,
E59,Pescados y mariscos,"Pescado merluza, seco",363,1519,9.2,73.8,5.3,,,,,11.7,,,,,0,,,,,,,
E60,Pescados y mariscos,"Pescado paiche, seco P.C.",247,1033,40.4,38.2,9.3,,,,,9.5,50,209,,3.3,0,,,0.01,0.12,5.6,,
E61,Pescados y mariscos,Pescado pampanito P.C.,106,444,76,19.2,2.7,0,0,,,1.3,126,132,0.72,0.3,0,,33,0.14,0.17,3.6,6.6,
E62,Pescados y mariscos,"Pescado paña, salado deshidratado P.C",274,1146,21.5,54.3,6.2,,,,,16.5,710,639,,7.1,0,,,0.3,1,,1.2,
E63,Pescados y mariscos,Pescado pejerrey,106,442,76.5,19.6,2.4,0,0,,,1.4,105,311,,0.7,0,,,0.01,0.05,4.5,0,
E64,Pescados y mariscos,Pescado pejesapo P.C.,101,423,76,22.1,0.7,,,,,1.3,,243,,0.8,0,,,,0.14,2.2,,
E65,Pescados y mariscos,"Pescado pejesapo, pulpa asada",87,364,77.8,19.5,0.4,1.3,1.3,,,1.4,110,146,,1.1,0,,,0.01,0.04,1.8,2.3,
E66,Pescados y mariscos,"Pescado pejesapo, pulpa sancochada",83,347,77.8,18.7,0.3,1.3,1.3,,,0.9,109,136,,1,0,,,0.04,0.11,1.25,2.1,
E67,Pescados y mariscos,Pescado perico,97,404,76.5,20.5,0.4,,,,,1.2,3.9,,,0.83,0,,,,,,,
E68,Pescados y mariscos,Pescado pintadilla P.C.,85,356,77.4,18.8,0.5,,,,,1.3,80,193,,1,0,,,0.1,0.11,2.83,5.3,
E69,Pescados y mariscos,"Pescado ractacara, con espinas",87,364,74.2,15.4,2.3,,,,,2.5,593,390,,1.7,0,,,0.01,0.08,2.1,2.9,
E70,Pescados y mariscos,"Pescado raya, pulpa asada",136,569,65.9,31.1,0.4,1.2,1.2,,,1.4,15,215,,1.2,0,,,,0.15,3.85,0,
E71,Pescados y mariscos,Pescado róbalo P.C.,95,397,76.5,21.3,0.5,0,0,,,1.2,23,177,0.4,0.1,0,,55,0.01,0.07,5,5.4,
E72,Pescados y mariscos,"Pescado sardina, con aceite",274,1147,54.8,21.7,20,,,,,3.2,,,,,0,,,,,,,
E73,Pescados y mariscos,"Pescado sardina, con tomate",157,657,68,22.2,6.9,,,,,2.9,,,,,0,,,,,,,
E74,Pescados y mariscos,"Pescado sardina, en grated (conserva)",177,741,65.4,22.4,9,0,0,,,3.2,151,473,1.31,1.6,0,,32,1.3,0.04,3,3,
E75,Pescados y mariscos,"Pescado sardina, filete (conserva)",209,874,60.6,25.8,11,0,0,,,2.4,84,453,1.31,1.1,0,,32,1.1,0.06,2.9,1.7,
E76,Pescados y mariscos,"Pescado sardina, fresco crudo",149,625,71.3,20.2,6.6,,,,,1,40.5,,,1.9,0,,,,,,,
E77,Pescados y mariscos,"Pescado toyo, fresco",85,355,79.8,19.5,0.6,,,,,1.1,19.9,229,,3.43,0,,,0.04,0.13,4.5,29.3,
E78,Pescados y mariscos,"Pescado toyo, seco salado",190,794,38.3,38.6,2.3,,,,,19.7,,,,,0,,,,,,,
E79,Pescados y mariscos,Pescado tramboyo P.C.,85,356,78.8,19.2,0.3,,,,,1,84,141,,0.1,0,,,0.02,0.07,0.95,4.7,
E80,Pescados y mariscos,Pescado trucha rosada P.C.,110,460,75.3,20.9,2.3,0,0,,,1.2,8,248,0.66,0.2,0,,17,0.01,0.22,3.15,8.4,
E81,Pescados y mariscos,"Pescado trucha, en conserva",179,748,66.8,21.5,9,,,,,1.2,,,,,0,,,,,,,
E82,Pescados y mariscos,"Pescado trucha, fresca",113,472,75.8,19.5,3.1,,,,,1.2,18.8,,,0.22,0,,,,,,,
E83,Pescados y mariscos,"Pescado yahuarachi, con espinas",86,360,77.3,15.5,2.2,,,,,1.5,319,252,,1.9,0,,,0.03,0.05,1.7,2.7,
E84,Pescados y mariscos,"Pescado yuliya, con espinas",85,356,77.6,16.9,1.4,,,,,1.5,723,244,,1.9,0,,,0.01,0.1,3,2.3,
E85,Pescados y mariscos,"Pescado zúngaro, salado deshidratado P.C.",273,1142,24.1,47.3,9.3,,,,,17.6,308,398,,6,0,,,0.39,0.21,,1.2,
E86,Pescados y mariscos,Pique P.C.,73,305,79.3,15.9,1.1,,,,,2.4,302,99,,1.3,0,,,0.02,0.2,,2,
E87,Pescados y mariscos,Pota,101,423,81.1,16,1.1,3.1,3.1,,,1.7,9.1,180,1.53,0.08,0,,10,0.02,0.06,1.8,2.3,
E88,Pescados y mariscos,"Pota, concentrado proteico de ",396,1658,5.87,91.8,0.25,0.53,,,,1.6,,,,,,,,,,,,
E89,Pescados y mariscos,Pulpo P.C.,71,297,83.6,13.6,1.4,2.2,2.2,,,1.1,53,126,1.68,3,0,,45,0.02,0.05,1.49,3.2,
F01,Carnes y derivados,"Ballena, pulpa de carne de",90,377,78,18.6,1.2,,,,,1.5,33,132,,2.5,,,,0.12,0.21,0,2.8,
F02,Carnes y derivados,"Carnero, cabeza sancochada de",111,464,79.2,14.2,5.6,0,0,,,1,17,130,,2.1,,,,0.02,0.24,1.8,0,
F03,Carnes y derivados,"Carnero, corazón de",109,456,77,15.9,4.6,1.4,1.4,,0,1.1,17,194,1.87,2.8,,,0,0.22,0.51,5.5,3.8,
F04,Carnes y derivados,"Carnero, hígado de",121,506,72.1,19.9,4,2.6,2.6,,0,1.4,24,199,4.66,6.3,,14000,7391,0.28,2.07,17.75,12.3,
F05,Carnes y derivados,"Carnero, panza de (mondongo)",72,301,83.8,15.7,0.6,0,0,,0,0.2,45,33,1.42,0.9,,,0,0,0.05,0,0,
F06,Carnes y derivados,"Carnero, patas sancochadas de",108,452,76.5,20.9,2.1,0,0,,,0.4,50,26,,1,,,,0.03,0.13,0.4,0,
F07,Carnes y derivados,"Carnero, pulmón de (bofe)",77,322,81,13.4,2.2,0,0,,0,1.2,21,200,1.8,6.2,,,27,0.09,0.52,3.8,3.4,
F08,Carnes y derivados,"Carnero, riñón",109,456,76.7,18,3.2,0.8,0.8,0,0,1.3,40,270,2.24,4.1,,280,95,0.51,3,6.1,10,
F09,Carnes y derivados,"Carnero, sesos de",115,481,79.1,10,7.8,0,0,,0,1.3,7,252,1.17,2.7,,,0,0.34,0.17,2.9,11.4,
F10,Carnes y derivados,"Carnero, pulpa gorda",267,1117,60.7,16.9,21.6,0,0,0,0,0.9,12,160,3.33,2.1,,0,0,0.12,0.22,6.1,0,
F11,Carnes y derivados,"Carnero, pulpa muy magra",136,569,73.8,19,6.1,0,0,0,,1.1,7,180,,2.2,,0,,0.09,0.21,2.9,0,
F12,Carnes y derivados,Carnero pulpa semigorda,253,1059,61.4,18.2,19.4,0,0,0,0,1,7,190,3.52,2.5,,0,0,0.07,0.15,2,0,
F13,Carnes y derivados,"Cerdo, carne sin hueso",198,828,69.2,14.4,15.1,0.1,0.1,,0,1.2,12,238,1.74,1.3,,,2,0.9,0.16,5.1,0.6,
F14,Carnes y derivados,"Cerdo, hígado de",121,506,73.7,18.5,4.7,1.7,1.7,,0,1.4,17,307,5.76,6.2,,3920,6502,0.3,2.49,14.9,9.8,
F15,Carnes y derivados,"Cerdo, patas semigordas",284,1188,57,20,22,0,0,0,,1,16,240,,3,,0,,0.98,0.28,5.2,0,
F16,Carnes y derivados,"Cerdo, pulmón de (bofe)",79,331,81.3,13.5,2.4,0,0,,0,0.9,17,169,2.03,3.4,,,0,0.1,0.27,3.05,4.3,
F17,Carnes y derivados,"Cerdo, riñón de",139,582,75.4,13.9,8.8,0,0,,0,1.1,6,210,2.75,5.2,,28,59,0.35,2.96,7.9,7.2,
F18,Carnes y derivados,"Chivo, pulpa de carne de",115,481,73.9,19.4,3.6,0,0,,0,1.2,8,186,4,3.1,,,0,0.15,0.22,1.1,0,
F19,Carnes y derivados,"Conejo, pulpa de carne de",136,569,72.8,20.1,5.6,0,0,0,0,0.7,13,213,1.57,,,0,0,0.1,0.15,7.27,0,
F20,Carnes y derivados,"Gallina, pechuga de (sin piel)",108,452,73.2,19.2,2.9,0,0,,0,1.4,5,237,1.19,0.8,,16,52,0.06,0.06,12.9,4.4,
F21,Carnes y derivados,"Gallina, pierna de (sin piel)",120,502,71.3,20.6,3.6,0,0,,0,1.3,9,190,1.19,0.9,,16,52,0.06,0.15,6.4,4.7,
F22,Carnes y derivados,"Majaz, pulpa de carne",108,452,74.7,21.4,1.2,1.4,1.4,,,1.3,59,2,,,,,,,,,,
F23,Carnes y derivados,"Motelo, pulpa de carne de",113,474,74.6,21.4,1.8,1.4,1.4,,,0.7,51,2,,,,,,,,,,
F24,Carnes y derivados,"Pato, carne de",326,1364,54.3,16,28.6,0,0,0,0,1,15,188,1.36,1.8,,,63,0.1,0.24,5.6,0,
F25,Carnes y derivados,"Pavo, carne de",160,669,70.4,20.4,8,0,0,0,0,0.9,15,178,2.2,3.8,,,2,0.06,0.16,4.09,0,
F26,Carnes y derivados,"Pollo, pulpa de carne de",119,498,75.5,21.4,3.1,0,0,0,0,1,12,173,1.54,1.5,,,16,0.07,0.14,8.24,2.3,
F27,Carnes y derivados,"Pollo, corazón de",153,640,73.6,15.6,9.3,1.6,1.6,0,0,0.9,12,177,6.59,1.7,,9,9,0.15,0.73,4.88,3.2,
F28,Carnes y derivados,"Pollo, hígado de",125,523,73.6,18,3.9,3.4,3.4,0,,1.2,11,272,3.07,8.56,,6165,,0.14,1.96,9.25,33.8,
F29,Carnes y derivados,"Pollo, sangre cocida",69,289,82,16,0.1,,,,,1.1,14,115,,29.5,,8,,0.01,0.03,,4,
F30,Carnes y derivados,"Pollo, sangre cruda de",65,272,83,15,0.1,,,,,1.4,12,101,,27.3,,8,,0.01,0.33,,4.5,
F31,Carnes y derivados,"Rana, carne de",73,305,81.9,16.4,0.3,0,0,,0,1.4,18,147,1,1.5,,15,15,0.14,0.25,1.2,0,
F32,Carnes y derivados,"Tortuga charapa, carne de",78,326,81.6,16.4,0.9,0.1,0.1,,,1,9,121,,1.3,,,,0.02,0.09,5.25,,
F33,Carnes y derivados,"Res, bazo de",92,385,78.1,18.9,1.2,0,0,,0,1.5,7,161,2.11,28.7,,89,0,0.17,0.38,3.55,10.1,
F34,Carnes y derivados,"Res, cabeza sancochada de",110,460,77.1,18.6,3.4,0.2,0.2,,,0.7,57,110,,0.5,,,,0.04,0.24,1.04,0,
F35,Carnes y derivados,"Res, pulpa de carne de",105,439,75.9,21.3,1.6,0,0,,0,1.1,16,208,4.32,3.4,,,0,0.03,0.13,6.82,0,
F36,Carnes y derivados,"Res, corazón de",102,427,77,16.6,3.5,0.1,0.1,,0,1,6,209,1.7,3.6,,14,0,0.42,0.88,8.1,3.6,
F37,Carnes y derivados,"Res, criadillas de",58,243,86.9,9.8,1.8,0.4,0.4,,,1.1,25,222,,0.9,,,,0.13,0.34,2.05,43.2,
F38,Carnes y derivados,"Res, hígado de",127,531,70.8,20,4.6,3.3,3.3,,0,1.3,13,166,4,5.4,,8082,4968,0.24,1.89,12.3,19.5,
F39,Carnes y derivados,"Res, lengua de",171,715,71.1,16.5,11.2,0.3,0.3,,0,0.9,9,166,2.87,2.2,,,0,0.09,0.55,3,1.9,
F40,Carnes y derivados,"Res, panza de (mondongo)",104,435,79.5,16.9,3.5,0,0,,0,0.1,66,40,1.42,0.8,,65,0,0.01,0.03,0.56,0,
F41,Carnes y derivados,"Res, pata sancochada de",152,636,68.8,23.7,5.6,0,0,,0,0.7,7,37,0.76,2.1,,,0,0.02,0.25,0.65,0,
F42,Carnes y derivados,"Res, pulmón de (bofe)",83,347,80,17.2,1.1,0,0,,0,1,6,203,1.61,6.5,,51,14,0.09,0.96,3.65,13.2,
F43,Carnes y derivados,"Res, riñón de",90,377,79.6,15.1,2.9,0.3,0.3,,0,1.1,17,132,1.92,6.8,,280,419,0.37,1.3,4.6,9.9,
F44,Carnes y derivados,"Res, sesos de",135,565,78.1,11.3,9.6,0,0,,0,1.2,8,287,1.02,0.9,,164,7,0.17,0.21,3.15,6.9,
F45,Carnes y derivados,"Res, ubre de",229,958,66,14.1,19.2,,,,0,0.7,69,112,,2.9,,,,0.1,0.15,1.5,4.3,
F46,Carnes y derivados,"Carnero, carne seca sin hueso (chalona)",315,1318,20.2,50.3,11.7,,,,,17.8,53,423,,3.9,,,,0.06,0.4,13.63,0,
F47,Carnes y derivados,Chicharrón de cerdo (cocido),650,2720,22.6,11.3,61.4,,,,,2.4,40,227,,,,14,,0.13,2.25,1.8,0,
F48,Carnes y derivados,Chicharrón de prensa,436,1824,29.9,23.9,37.2,,,,,6.6,60,119,,2.2,,,,0.01,0.28,2.25,1.4,
F49,Carnes y derivados,Chorizo,287,1201,52.3,21,21.9,,,,0,3.8,56,149,3.41,4,,,0,0.3,0.36,,0,
F50,Carnes y derivados,Jamón del país,344,1439,47.9,24.7,26.4,,,,0,1.2,48,177,1.9,2.1,,,0,0.2,0.22,3.7,0,
F51,Carnes y derivados,Jamonada,333,1393,49.3,15.7,29.5,2.8,2.8,,0,2.7,85,211,1.9,1.5,,,0,0.04,0.05,,0,
F52,Carnes y derivados,Mortadela,257,1075,57.9,9.8,19.7,9.4,9.4,,0,3.2,82,166,2.03,2,,,0,0.05,0.07,1.6,1,
F53,Carnes y derivados,Paté,496,2075,35,10.9,49.8,1.1,1.1,,0,3.2,57,289,0.92,7.1,,,1001,0.07,0.24,2.25,0,
F54,Carnes y derivados,Queso de chancho,244,1021,55.5,20.1,17.3,,,,,4.6,77,68,,4.2,,,,0.03,0.07,0.6,1.4,
F55,Carnes y derivados,Relleno,107,448,75.5,14.4,5,3.2,3.2,,0,1.9,63,41,1.3,16.9,,,0,0.02,0.06,0.86,3.4,
F56,Carnes y derivados,Salchicha blanca chica,441,1845,40.1,12,43.2,2,2,,0,2.7,22,114,1.84,3.2,,,18,0.3,0.13,2.8,2.3,
F57,Carnes y derivados,Salchicha blanca grande,349,1460,47.9,13.6,32.3,3.5,3.5,,0,2.7,76,142,1.84,1.2,,,18,0.16,0.08,2.85,2.5,
F58,Carnes y derivados,Hot dog,366,1531,49.4,11,34.3,2.1,2.1,,,3.2,76,202,2.02,1.3,,,0,0.03,0.07,3.72,0,
F59,Carnes y derivados,Salchicha de “Huacho”,453,1895,38.2,12.9,44,2.4,2.4,,0,2.5,80,92,1.84,5.5,,,18,0.03,0.2,2.15,0,
F60,Carnes y derivados,Tocino,490,2050,32.8,13.5,47.9,0.8,0.8,,0,5,26,70,1.17,1.2,,,11,0.24,0.12,2,1.9,
G01,Leches y derivados,"Crema de leche, espesa",345,1443,57.7,2.05,37,2.8,2.8,0,0,0.5,65,62,0.23,0.1,,292,411,0.02,0.11,0.04,0.6,
G02,Leches y derivados,"Crema de leche, rala",195,816,73.8,2.7,19.3,3.7,3.7,0,0,0.6,96,80,0.27,0.1,,160,181,0.03,0.15,0.06,0.8,
G03,Leches y derivados,Leche condensada endulzada,322,1347,27.2,7.9,9.2,53.7,53.7,,0,2,276,107,0.94,0.1,,,74,0.01,0.53,0.25,0,
G04,Leches y derivados,Leche en polvo descremada,362,1515,3.2,36.2,0.8,52,52,0,0,7.9,1257,968,4.08,1.2,,8,6,0.42,1.55,0.95,6.8,
G05,Leches y derivados,Leche en polvo entera,484,2025,3.9,27,26.1,36.1,36.1,0,0,6.9,848,888,3.34,0.2,,204,257,0.29,1.02,1.9,9,
G06,Leches y derivados,Leche evaporada descremada,79,331,80,7.1,0.9,10.5,10.5,0,,1.5,,,,,,310,,,,,13,
G07,Leches y derivados,Leche evaporada entera,133,556,74.5,6.3,7.7,10.9,9.9,,0,1.6,231,203,0.77,,,52,65,0.03,0.66,0.31,0,
G08,Leches y derivados,Leche fresca c/menos de 1% grasa,43,180,90.1,3.5,1,4.7,4.7,0,,0.7,130,96,0.39,0.05,,71.95,,0.04,0.17,0.09,5.2,
G09,Leches y derivados,Leche fresca caja entera Plusa,64,268,87.8,3.2,3.2,5.1,5.1,0,,0.7,106,103,0.38,0.3,,29.66,,0.05,0.2,0.12,0.5,
G10,Leches y derivados,Leche fresca de cabra,66,276,87.3,3.2,3.8,5,5,,0,0.7,171,125,0.3,,,20,51,0.2,0.06,0.09,0,
G11,Leches y derivados,Leche fresca de vaca,63,264,87.8,3.1,3.5,4.9,4.9,,0,0.7,106,94,0.4,1.3,,28,28,0.05,0.2,0.12,0.5,
G12,Leches y derivados,Leche materna,70,293,87.5,1,4.4,6.9,6.9,0,0,0.2,32,14,0.17,0,,,61,0.01,0.04,0.18,5,
G13,Leches y derivados,Queso fresco de cabra,173,724,65.1,16.3,10.3,3.4,3.4,,0,4.9,310,146,0.92,0.8,,80,288,0.01,0.63,0.24,0,
G14,Leches y derivados,Queso fresco de vaca,264,1105,55,17.5,20.1,3.3,3.3,,0,4.1,783,375,,1.3,,,420,0.03,0.43,0.15,0,
G15,Leches y derivados,Queso mantecoso,396,1657,33.5,28,30,3.3,3.3,,,5.2,1076,517,,1.5,,,,0.09,0.46,0.09,0,
G16,Leches y derivados,Queso parmesano duro,440,1841,22.2,39.1,30.3,1.8,1.8,,0,6.6,1260,393,2.75,0.6,,,108,0.01,0.38,0.23,0,
G17,Leches y derivados,Yogur de leche entera,61,255,87.9,3.5,3.3,4.7,4.7,0,0,0.7,121,95,0.59,0.05,,30,,0.03,0.14,0.08,0.53,
G18,Leches y derivados,Yogur frutado de leche semidescremada,97,406,73.8,4.1,2.8,18.5,18.2,0,0.3,0.8,105,105,0.67,0.05,,12,,0.04,0.4,0.08,0.53,
G19,Leches y derivados,Yogur frutado leche descremada,95,397,75.4,4.4,0.2,19,19,0,0,1,152,119,0.74,0.07,,2,,0.04,0.18,0.1,0.7,
G20,Leches y derivados,Yogur natural leche descremada,56,234,85.2,5.7,0.2,7.7,7.7,0,0,1.2,199,157,,0.09,,2,,0.05,0.23,0.12,0.9,
J01,Huevos y derivados,Huevo de charapa P.C.,222,929,61.3,16.3,16,1.8,1.8,,,4.6,388,440,,2.2,,,,0.02,0.55,0.06,,
J02,Huevos y derivados,"Huevo de gallina, clara de",51,213,87.6,10.9,0.2,0.7,0.7,0,0,0.6,7,15,0.03,0.08,,,0,0.004,0.439,0.105,0,
J03,Huevos y derivados,"Huevo de gallina, duro",139,582,75.9,12.9,8.4,1.9,1.9,,0,0.9,30,192,1.05,1.1,,,169,0.2,0.04,0.4,2.5,
J04,Huevos y derivados,Huevo de gallina P.C.,141,590,75.4,13.5,8.4,1.8,1.8,,0,0.9,34,194,1.11,1.1,,100,140,0.6,0.05,0.5,3,
J05,Huevos y derivados,"Huevo de gallina, yema de",354,1481,50.1,15.6,30.9,1.9,1.9,,0,1.5,136,449,2.3,4.3,,,381,0.18,0.36,0.13,0,
J06,Huevos y derivados,Huevo de tortuga motelo P.C.,143,598,73.5,16.4,7.3,1.6,1.6,,,1.2,85,24,,0.8,,52,,0.04,0.19,0.03,,
J07,Huevos y derivados,Huevo de pata P.C.,166,695,72.5,13.1,11.1,2.3,2.3,,0,1,58,193,1.41,1.7,,,194,0.13,0.55,0.11,1,
J08,Huevos y derivados,"Huevo de pata, yema de",426,1782,41.7,15.1,38.8,2.8,2.8,,0,1.6,145,430,2.3,4.7,,,381,0.36,0.66,0.12,0,
J09,Huevos y derivados,Huevo de tortuga taricaya P.C.,178,745,66,15.1,11.3,2.9,2.9,,,4.7,322,431,,1.4,,,,0.05,1.07,0.05,,
H01,Bebidas alcohólicas y analcohólicas,Cerveza,36,151,94.5,0.3,0,5.1,5.1,0,0,0.1,0,15,0.01,0.1,,0,0,0.01,0.03,0.06,0,
H02,Bebidas alcohólicas y analcohólicas,Chicha de aguaje,54,226,87.2,0.4,0.8,11.2,11.2,1.5,,0.4,14,4,,0.4,,171,,0.01,,0.11,0,
H03,Bebidas alcohólicas y analcohólicas,Chicha de cebada,24,100,94,0.1,0.2,5.5,5.5,,,0.2,10,1,,1.1,,0,,0.01,0.03,0,0,
H04,Bebidas alcohólicas y analcohólicas,Chicha de jora,28,117,93.2,0.4,0.3,5.8,5.8,0.2,,0.3,22,18,,1.8,,,,0.02,0.1,0.2,2.4,
H05,Bebidas alcohólicas y analcohólicas,Chicha de maíz morado con azúcar,20,84,95,0,0,4.9,4.9,0,,0.1,24,4,,1.3,,,,0,0.1,0.04,1.9,
H06,Bebidas alcohólicas y analcohólicas,Chicha de maní,34,142,92.1,0.5,0.8,6.3,6.3,0.1,,0.3,12,6,,1,,,,0.01,0.02,0.4,0,
H07,Bebidas alcohólicas y analcohólicas,Chicha de pijuayo,47,197,88.3,0.8,0.1,10.6,10.6,0.6,,0.2,22,10,,0.5,,197,,0.02,0.06,0.36,4.9,
H08,Bebidas alcohólicas y analcohólicas,Chicha de soya,41,172,89.9,0.6,0.2,9.1,9.1,0,,0.2,11,13,,1.1,,,,0,0.03,0.08,0.3,
H09,Bebidas alcohólicas y analcohólicas,Chicha de yuca (masato),37,155,90.4,0.2,0.1,8.9,8.9,,,0.4,11,14,,0.6,,,,0.03,0.1,0.19,4.2,
H10,Bebidas alcohólicas y analcohólicas,Coca Cola,39,163,89.5,0,0,10.5,10.5,0.2,0,0,0,0,0.01,0,,0,0,0,0,0,0,
H11,Bebidas alcohólicas y analcohólicas,Inca kola,41,172,89,0,0,11,11,0.1,,0,0,0,,0,,0,,0,0,0,0,
H12,Bebidas alcohólicas y analcohólicas,“Leche” de soya,38,159,91.4,3,1.4,3.8,2.5,0,1.3,0.4,36,30,0.44,0.4,,3,31,0.05,0.04,0.2,0,
H13,Bebidas alcohólicas y analcohólicas,Té sin azúcar,1,4,99.6,0.1,0,0.2,0.2,0,0,0.2,3,1,0.01,0.2,,0,0,0,0,0.03,0,
H14,Bebidas alcohólicas y analcohólicas,"Vino blanco (grado alcohólico: 12,0 %)",114,477,,,,104,104,,,,,,,0,,,,,,,,
H15,Bebidas alcohólicas y analcohólicas,"Vino tinto  (grado alcohólico: 10,2 %)",94,393,,,,104,104,,,,,,,0,,,,,,,,
K01,Productos azucarados,Azúcar granulada o refinada,384,1619,0.6,0,0,99.2,99.2,0,0,0.2,1,0,0,0.1,,0,0,0,0.02,0,0,
K02,Productos azucarados,Azúcar rubia,380,1590,2,0,0,97.2,97.2,0,0,0.5,45,2,0.18,1.7,,,0,0,0.03,0.06,0,
K03,Productos azucarados,Chancaca,324,1356,15.8,0,0,83.9,83.9,0,0,0.3,46,2,0.29,3.2,,,0,0,0.11,0.08,0,
K04,Productos azucarados,Miel de abeja,330,1381,14.1,0,0,85.6,85.4,0.1,0.2,0.3,26,10,0.22,0.4,,,0,0.02,0.03,0.16,1.3,
K05,Productos azucarados,Miel de caña,282,1180,26.3,0.3,0.2,72,72,0.4,0,1.2,69,43,,1,,,0,0,0.08,0.29,5.1,
K06,Productos azucarados,Mermelada de durazno,196,820,48.2,0.6,0.1,50.7,51.7,0.7,,0.4,8,13,,1.4,,,,,,,,
K07,Productos azucarados,Mermelada de frutilla,229,958,39.7,0.4,0.2,59.4,60.4,0.8,,0.3,40,13,,1.2,,,,,,,,
L01,Misceláneos,Achiote seco,388,1623,3.1,11.3,5.3,74.9,75.9,14.5,,5.4,11,13,,5.6,,61,,0.45,0.16,1.97,0,
